ASN,Organization-Name,Rank,ROV-Percentage
15348,Tucows.com Co.,12130,0
19611,Associação Antônio Vieira - Unisinos,12132,0
9321,Hanyang University,12133,0
22985,University of Louisiana at Lafayette,12133,1
18271,,12133,0
31721,"""Azercell Telecom Ltd"" Azerbaijan-Turkey Joint Venture",12142,0
10164,SK Broadband Co Ltd,12142,0
15687,NNIT A/S,12142,0
3390,University of Missouri - Kansas City,12142,0
1851,The University of Adelaide,12142,0
18300,KEPCO,12155,0
15675,"Direction des Systemes d'Information, Etat de Vaud",12155,0.94
4605,Hong Kong Baptist University,12160,0
2259,Renater,12162,0
4046,Federal Aviation Administration,12166,1
33846,Dataport AoR,12168,0
51747,Internet Vikings International AB,12172,0
7672,,12174,0
47956,XFone 018 Ltd,12175,0
47,University of Southern California,12180,0.12
22950,University of Saskatchewan,12183,0
3428,ESnet,12183,0
2570,Spark New Zealand Trading Limited,12186,0
12229,"SAS Institute, Inc.",12188,0
25996,FBI Criminal Justice Information Systems,12189,1
5520,Universitaet zu Koeln,12190,0
24163,UNION BROADBAND NETWORK,12190,0
7862,Chevron Corporation,12194,0
17166,Travelers Property Casualty Corp.,12195,0
11809,Embry-Riddle University,12195,0.21
11993,BANCO DO BRASIL S.A.,12198,1
29946,Union Wireless,12199,1
10006,,12207,0
12005,University of South Carolina,12209,0.21
395610,Nexstar Broadcasting Inc.,12210,0
10326,Worcester Polytechnic Institute,12210,0
63,Massachusetts Institute of Technology,12213,0
9274,Pusan National University,12216,0
11252,Idaho State University,12216,0.15
1205,University Linz,12228,0
4730,,12228,0
23578,SK Broadband Co Ltd,12228,0
2841,Chalmers University of Technology,12228,1
133118,China Unicom,12228,0
35728,MTS PJSC,12228,0
9569,"SEOCHO CABLE SYSTEMS CO., LTD.",12241,0
13684,"Medtronic, Incorporated",12243,0.63
36548,"City of Jacksonville, Florida",12246,0
4476,British Columbia Institute of Technology,12248,0
17820,TATA Communications Internet Services Ltd,12248,0
63410,PrivateSystems Networks,12252,0
395421,Oklahoma State University,12257,0.58
2843,Linkopings universitet,12257,1
7054,"Merck and Co., Inc.",12264,0.58
22847,Bowdoin College,12265,0
16920,"Wind River Systems, Inc.",12266,1
36534,Alberta Health Services,12268,0
29484,Ruhr-Universitaet Bochum,12271,0
2641,The Scripps Research Institute,12271,0
2202,Renater,12276,0
31246,SMART Comp. a.s.,12284,1
4796,Institute of Technology Bandung,12287,0
34127,Flughafen Muenchen GmbH,12287,0
12767,T-Mobile Czech Republic a.s.,12292,0
394534,City of Chicago,12293,0
60278,Helse Vest IKT AS,12293,0
16643,Virginia Commonwealth University,12293,0.45
6810,"""Bezeq""- THE ISRAEL TELECOMMUNICATION CORP. LTD.",12293,0
327697,TELCO OI SAS,12303,0
42811,Herault Telecom,12303,0
40246,New Mexico State University,12303,0.39
31204,"""Sun Communications"" S.R.L.",12303,0
328453,Web Africa Networks (Pty) Ltd,12303,0.09
209335,Technische Universitaet Muenchen,12303,0
2768,The County of Erie,12321,0
18777,Texas State University - San Marcos,12321,0
14822,Memorial Sloan-Kettering Cancer Center,12324,0
7212,Vanderbilt University,12331,0.18
9431,The University of Auckland,12331,1
32666,Case Western Reserve University,12331,0.36
1747,IBM T.J. Watson Research Center,12331,0
62383,Lambrechts Data Services VOF,12331,0
46626,The Hospital for Sick Children,12340,0
11348,Missouri University of Science and Technology,12345,0
10364,University of Alabama in Huntsville,12346,0
3573,Accenture LLP,12348,0.21
201838,Community Fibre Limited,12349,0
25853,Ellijay Telephone Company,12350,0.64
7973,Mayo Foundation for Medical Education and Research,12352,1
11279,George Mason University,12352,0
589,University of North Texas,12354,0
20,University of Rochester,12354,0
77,Johns Hopkins University Applied Physics Laboratory,12354,0.7
10823,"NetCarrier, Inc.",12354,1
6569,"Nationwide Services, Inc",12362,0
7150,Bloomsburg University,12362,0
11094,Rutgers University,12371,0
33091,University of Calgary,12371,0
3839,Chulalongkorn University,12371,0
26335,Middle Tennessee State University,12371,0
9432,Vodafone New Zealand Limited,12371,0
20452,BALL STATE UNIVERSITY,12371,1
11706,Terra Networks Brasil S.A.,12371,1
58611,Charles Darwin University,12401,0
31967,Florida Institute of Technology,12401,1
21704,New York City Board of Education,12401,0
23719,AARNet,12401,0
11998,Province of New Brunswick,12401,0
194,University Corporation for Atmospheric Research,12401,0
789,Renater,12401,0
2833,Umea University,12401,1
8762,Technological Educational Institute of Crete,12401,1
7939,University of Central Florida,12422,0
2094,Renater,12423,0
18880,Lam Research Corporation,12425,0
4385,Rochester Institute of Technology,12427,0
54363,Baker Hughes Incorporated,12428,0.79
11773,The University Of Texas M.D. Anderson Cancer Center,12430,0.3
47708,Sveriges Radio AB,12430,0
13513,Alfred University,12432,1
18791,Texas Christian University,12435,0
11333,CyberTrails,12435,0
11482,Canisius College,12440,0
22845,Virginia Community College System,12440,1
12093,University of Waterloo,12440,0
17932,,12440,0
14799,Experian,12440,0
33022,Wellesley College,12458,0
3671,SLAC National Accelerator Laboratory,12458,1
46483,Rochester General Hospital,12458,0.52
11399,Williams College,12458,0
37520,Rhodes University,12458,0
49,US National Institute of Standards & Technology,12458,0
4201,Oregon State University,12458,0.67
6377,Eugene School District 4J,12458,0
30641,STATE OF DELAWARE,12458,1
8792,Axel Springer SE,12458,0
29885,Univeristy of Chicago Hospitals & Health System,12458,0.88
9411,Kasetsart University,12458,0
823,University of Western Ontario,12458,0
2650,Executive Office Of The President,12458,0
25631,Gallaudet University,12458,1
5470,Aristotle University of Thessaloniki,12490,1
14241,Oakland Schools,12490,0
36786,Universite Laval,12490,0
36704,Colorado School of Mines,12490,0
2012,ELTENET,12490,0
1739,TUT Autonomous System Tampere University of Technology Information Management P.O.Box 527 FIN-33101 Tampere FI,12490,0
327712,Telecom Algeria,12490,0
38305,University of Otago,12490,1
15173,Newmarket Corporation,12490,0
25182,Stichting Nederlandse Publieke Omroep,12536,0
41201,DOLSAT sp. z o.o.,12538,0
13303,University of Nis,12540,0
26940,Levi Strauss & Co.,12545,0
19380,"C.H. ROBINSON WORLDWIDE, INC.",12549,0.97
53352,Henry Ford Health System,12559,0
19342,Trinity University,12559,0
26367,Bradley University,12559,1
13783,Radford University,12559,0
9649,PACIFIC INTERNET (S) PTE. LTD.,12559,0
7328,The Children's Hospital of Philadelphia,12559,0
55013,MTS Systems Corporation,12559,0
10755,Dartmouth College,12559,0
7417,Ministry of Economy,12577,0
22834,Boston College,12577,0
54177,St. John Fisher College,12577,0
7968,Loyola University Chicago,12577,0
3911,Micron Technology,12577,0
32136,Farmingdale State College,12577,0
37919,,12577,0
26229,U.S. Securities & Exchange Commission,12577,1
21558,"S.C. Johnson & Son, Inc.",12577,0
6522,Lehigh University,12577,0.21
13326,Tufts University,12577,0
18298,Chungnam National University,12577,0
11318,Georgetown University,12577,0.12
21612,FUNDACAO INSTITUTO OSWALDO CRUZ,12577,0
14981,Kirkland & Ellis LLP,12625,0
10014,,12625,1
37121,Eskom Holdings SOC Ltd,12625,0
33194,Chemical Abstracts Service,12625,0
9317,INHA UNIVERSITY,12625,0
1201,Old Dominion University,12625,0
17386,W.W.GRAINGER,12625,0
27219,SUNY College at Cortland,12625,0
24635,Syntax Service GmbH,12625,0
14852,DaimlerChrysler Corporation,12625,0
39550,KPMG LLP,12625,1
18420,National Central University,12625,0
10545,Lynchburg College,12625,0
3681,Florida International University,12625,0
23307,Nova Scotia Department of Education,12625,0
15141,Bausch & Lomb,12625,0
6561,JUCE Communications Inc,12625,0
26818,Columbus Public Schools,12625,1
22594,University of Northern Iowa,12625,0
30051,Santa Clara County,12625,1
20162,University of Texas at Dallas,12625,0
11659,University of Kansas Medical Center,12625,1
14433,State University of New York - Oswego,12625,0
3449,Universidad Nacional de Buenos Aires,12625,0
29773,Carleton University,12625,0
13548,College of Charleston,12625,0
3784,Pohang University of Science and Technology,12625,0
3495,US Senate,12625,0.64
15119,Southern Illinois University,12625,0.91
21899,Abbott Laboratories,12625,1
14235,State of New Mexico,12625,0.97
23980,Yeungnam University,12726,0
17147,Ministerio del Interior y de Seguridad Publica - Gobierno de Chile,12726,1
20343,Pepperdine University,12726,0
131919,,12726,1
59807,Swedbank AB,12726,0
17866,Korea Institute of Science and Technology,12726,1
1657,University of Louisville,12726,0.27
40723,The University of Virginia's College at Wise,12726,0
37620,VIETTEL CAMEROUN SARL,12726,0
20012,Internet Holdings LLC,12726,1
395399,City of Montreal,12726,0.88
1967,Middle East Technical University / Orta Dogu Teknik Universitesi,12726,0
17523,,12726,0
26996,RYERSON UNIVERSITY,12726,0
18642,SageNet LLC,12726,0
14513,Des Moines Area Community College,12726,0
38641,,12726,0
37937,China eGovNet Information Center,12726,0
7202,Florida A & M University,12726,1
32818,Cleveland State University Computer Services,12726,0
186,The Catholic University of America,12726,0
11607,South Dakota State University,12726,0.06
42165,European Commission - Directorate General - Joint Research Centre,12726,1
9753,Dong-A Universirty,12726,0
27967,Gobernacion de la Provincia de Buenos Aires,12726,0
12331,Audi AG,12726,0
16461,The University of Texas at El Paso,12726,0
10631,Georgia State University,12726,0.31
24248,,12726,0
98,The Rockefeller University,12726,1
18069,,12726,0
33217,"Schneider National, Inc.",12726,0
36368,Oberlin College,12726,0
40102,Montgomery College.,12726,0
18481,BOCES Southern Westchester Lower Hudson Regional Information Center,12726,0.13
33632,Morehead State University,12726,0
11050,Kent State University,12726,0.24
6510,Brigham Young University,12726,0
13759,Wilkes University,12726,0
43857,Fraport AG Frankfurt Airport Services Worldwide,12726,0.12
19106,Andrews University,12726,0
30710,Spectrum Health,12726,0
15295,University of Northern Colorado,12726,0
9991,,12726,0
46476,Texas Tech University Health Sciences Center,12726,0
26258,BASF Corporation,12726,0
18621,The Conestoga College Institute of Technology and Advanced Learning,12726,0
20126,University of Cincinnati,12726,0.36
3782,Swarthmore College,12726,0
393750,Truman State University,12726,0
22910,Loblaw Companies Limited,12726,1
263134,Universidad Autonoma de Queretaro,12726,0
11257,University of Lethbridge,12726,1
2875,Joint Institute for Nuclear Research,12726,0
13327,Eastern Kentucky University,12726,0
3484,Instituto Politecnico Nacional,12726,0
167,Wesleyan University,12726,0
53384,University of North Carolina at Charlotte,12726,0.15
3596,Universidad Autonoma Metropolitana,12726,0
19226,A.U.R.A,12726,0
6652,Pima Community College,12726,0
36161,County of Westchester,12726,0
17094,Mutual of Omaha Insurance Company,12726,0
2904,Universidad Autonoma De Ciudad Juarez,12726,0
3603,University de Los Andes,12726,0
25609,Detroit Medical Center,12726,0
18239,Beijing Capital Public Information Platform,12726,0
3141,Benemerita Universidad Autonoma de Puebla,12726,0.18
15991,Swedish Tax Agency,12726,1
36750,City of Mississauga,12726,0
32907,University of St. Thomas,12726,0
5692,Universidad Nacional de La Plata,12726,0
16430,University of Southern Mississippi,12726,0
2705,BJC HEALTH SYSTEM,12726,0.91
7535,TISNET Technology Inc.,12978,0
11694,Universidad Simon Bolivar,12978,0
10867,Foothill-DeAnza Community College District,12978,0
5786,University of Puerto Rico,12978,0
10952,East Carolina University,12978,0.28
31886,University of Guelph,12978,0
196,The Boeing Company,12978,0
11808,University of Idaho,12978,1
10508,University of Arkansas,12978,0
1113,Technische Universitaet Graz,12978,0
22315,San Bernardino County Superintendent of Schools,12978,0.36
7472,National University of Singapore,12978,0
13829,Pima County,12978,0
9452,Korea University,12978,0
21331,"Oslo kommune, Utviklings- og kompetanseetaten",12978,1
3314,MTA Wigner Fizikai Kutatokozpont,12978,0
3323,National Technical University of Athens,12978,1
14183,University of Arkansas at Little Rock,12978,0
15496,Aalto University,12978,1
15196,Maryland Department of Transportation,12978,0
1117,"Universitaet fur Bodenkultur, Wien",12978,0
50195,Univerza v Mariboru,12978,0
6711,University of Szeged,12978,0
13429,Medical University of South Carolina,12978,1
11069,"Egix, Inc.",12978,0
47616,Center for Research and Technology Hellas (CERTH),12978,1
2494,MUWNET Autonomous System,12978,0
25656,University of Mississippi,12978,0
36269,University of Scranton,12978,0
11205,City of Philadelphia,12978,1
2769,State of Nebraska - Office of the Chief Information Officer,12978,0
10955,WILLIAM PATERSON UNIVERSITY,12978,0
46298,Harris County Hospital District,12978,0
24390,The University of the South Pacific,12978,0
14737,Colorado Community College and Occupational Education System,12978,0
27274,Central Michigan University,12978,1
14348,University of Rhode Island,12978,0
3548,Centro de Investigacion y de EstudiosAvanzados del,12978,0
7582,University of Macau,12978,0
2065,Renater,12978,0
3813,Sogang University,12978,0
14373,University of Texas Medical Branch,12978,0
23309,Contra Costa County Office of Education,12978,0
11214,University of North Florida,12978,1
25776,University of Oklahoma,12978,0.3
40503,Hiram College,12978,1
31848,Deer Valley Unified School District #97,12978,1
18128,,12978,0
6112,Auburn University,12978,0.21
6628,Portland Public Schools,12978,0
2701,Kansas State University,12978,1
2547,BME,12978,1
263300,Universidade Federal de Santa Catarina,12978,0
2546,National Center of Scientific Research DEMOKRITOS,12978,1
13940,San Joaquin County Office of Education,12978,0.3
36934,Broadband Systems Corporation,12978,0.3
12013,Florida Atlantic University,12978,0
2842,Goteborgs universitet,12978,0
2037,California State University at Fresno,12978,0
8278,Technical University of Crete,12978,1
38083,Curtin University of Technology,12978,0
10849,Dallas County Community College District,12978,0
39007,"UAB ""Balticum TV""",13258,0
4,University of Southern California,13263,0
9698,LG HelloVision Corp.,13266,0
48524,"INTERRA telecommunications group, Ltd.",13267,0
38628,,13268,0.09
206065,Farabord Dadeh Haye Iranian Co.,13270,0
41843,"JSC ""ER-Telecom Holding""",13273,0
17939,,13276,0
6921,"Arachnitec, INC.",13278,0.9
3551,Universidad Tecnologica de Panama,13282,0.82
41668,"JSC ""ER-Telecom Holding""",13282,0
56420,"JSC ""ER-Telecom Holding""",13285,0
38851,PEGATRON,13288,0.06
137693,"CHINATELECOM Guangxi Nanning IDC networkdescr: Nanning , Guangxi Province, P.R.China.",13290,0
38719,Dreamscape Networks PTY LTD,13291,0
25532,"LLC ""MASTERHOST""",13295,0
28615,Televisao Cidade S/A,13296,0
39354,UAB INIT,13300,0
17573,SK Broadband Co Ltd,13303,0
16811,SageNet LLC,13305,0
6222,"CenturyLink Communications, LLC",13306,0
62642,"Bigleaf Networks, Inc.",13308,0.67
131111,PT Mora Telematika Indonesia,13309,0
395111,KVCHOSTING.COM LLC,13314,0.9
9971,SK Broadband Co Ltd,13319,0
40244,Turnkey Internet Inc.,13323,0.21
35191,ASTA-NET S.A.,13324,1
45946,Air New Zealand Limited,13326,0
18004,"TRANSMEDIA INDONESIA, PT",13326,0
57378,"JSC ""ER-Telecom Holding""",13329,0
28851,Nordic Telecom s.r.o,13329,0
42116,"JSC ""ER-Telecom Holding""",13335,0
28590,Directnet Prestacao de Servicos Ltda.,13337,0
28270,Videomar Rede Nordeste S/A,13338,1
4723,,13339,0
397112,Illinois Mathematics and Science Academy,13340,0
50498,"JSC ""ER-Telecom Holding""",13342,0
13243,EVRY NORGE AS,13343,0
4677,,13345,0.97
134771,"WENZHOU, ZHEJIANG Province, P.R.China.",13345,0
134540,Tata Teleservices (Maharashtra) Ltd,13345,0
6075,Lockheed Martin Corporation,13349,0
32035,Telekenex Inc,13350,0
3233,Institutul National de Cercetare-Dezvoltare in informatica - ICI Bucuresti,13351,0
11452,Mount Sinai School of Medicine,13355,0.97
22186,"CenturyLink Communications, LLC",13357,1
131918,,13358,1
38684,"CMB Daejeon Broadcasting Co,.Ltd",13359,0
41682,"JSC ""ER-Telecom Holding""",13360,0
16345,"Public Joint Stock Company ""Vimpel-Communications""",13362,0
13787,"CenturyLink Communications, LLC",13364,0
16206,XFERA Moviles S.A.,13367,0
6752,ANDORRA TELECOM SAU,13368,0
37645,Finstar - Sociedade de Investimento e Participacoes S.A,13369,0
16527,"Guadalupe Valley Telephone Cooperative, Inc.",13369,0.97
9471,ONATI,13371,0
25125,Local Authorities Data Processing Center Company Ltd Corp,13375,0
12258,Dimension Data,13376,0
43341,MDlink online service center GmbH,13378,0
38444,ADVANCED WIRELESS NETWORK COMPANY LIMITED,13379,0
202053,UpCloud Ltd,13380,0
9238,Tata Communications Limited,13382,1
204601,Zomro B.V.,13383,1
21032,TELTA Citynetz GmbH,13385,0
27901,Pacifico Cable SPA.,13386,0
1246,Zito Media,13389,0
38097,SK Broadband Co Ltd,13389,0
18318,LG HelloVision Corp.,13389,0
20807,"JSC ""ER-Telecom Holding""",13393,0
9123,TimeWeb Ltd.,13396,0
395354,"Starry, Inc.",13398,0.24
14434,"VI POWERNET, LLC",13399,0.12
52207,"JSC ""ER-Telecom Holding""",13401,0
57353,vitroconnect GmbH,13403,0
200350,Yandex.Cloud LLC,13404,1
59127,,13405,0
29255,GulfNet KSA,13407,0
51737,Super Link Communications Co. Ltd,13407,0
46269,Kronos Inc.,13410,0.91
24751,Jakobstadsnejdens Telefon Ab,13415,0
38121,LG HelloVision Corp.,13420,0
8163,Metrotel SA ESP,13424,0
14661,Laurentian University,13428,0
17870,Kyung Hee University,13428,0
51819,"JSC ""ER-Telecom Holding""",13432,0
197524,CCNST Deutschland GmbH,13434,0
53449,OEC Fiber,13436,0
46512,University of Tennessee Medical Center,13438,0
5626,"ONITELECOM - INFOCOMUNICACOES, S.A.",13442,0
18454,Augsburg University,13442,0
48146,Triple A Fibra S.L.,13442,0
133014,Universiti Teknologi Malaysia,13442,0
29300,BIGBLU NORGE AS,13450,0
47206,Rennes Metropole Telecom Participation,13450,0
8419,Redcentric Solutions Ltd,13450,0
17575,Chung-Ang University,13450,0
38845,National Taiwan Normal University,13450,0
13091,JP Posta Srbije Beograd,13461,1
39184,UltraNET Ltd,13462,1
55577,Beam Telecom Pvt Ltd,13465,0.81
21886,MINDSHIFT TECHNOLOGIES,13466,0.15
17430,"Beijing XiRang Media Cultural Co., Ltd.",13470,0
8334,2COM Co Ltd.,13471,0
62336,PURtel.com GmbH,13476,0.91
34743,NASHNET LTD,13478,1
18278,,13478,0.12
18282,,13478,0.07
6640,"CenturyLink Communications, LLC",13482,1
29866,OPTICALTEL,13483,1
4540,SOGETEL INC,13486,0
201341,Teso LT UAB,13489,0.3
9785,PT Berca Hardayaperkasa,13490,0
42038,Krivets Sergey Sergeevich,13491,0
21353,"JSC ""ER-Telecom Holding""",13493,0
10175,Kumho Cable,13493,0.03
42362,PJSC Rostelecom,13493,0
50129,TVHoradada Multimedia S.L.,13498,0
24806,"INTERNET CZ, a.s.",13498,0
28555,Cablemas Telecomunicaciones SA de CV,13500,0
28723,Nokia Oyj,13501,0
30998,Netcom Africa Limited,13504,0
23785,,13505,0
9224,Cirrus Communications,13507,0
41134,PJSC Rostelecom,13507,0
9378,,13507,0
36492,"Google, LLC",13512,0
35470,Signet B.V.,13513,0
32233,PERSONA COMMUNICATIONS INC.,13516,0
16229,Primetel PLC,13517,0
12886,LEW TelNet GmbH,13519,0
